attack_id,target_stage,attack_type,dna_hash,mean,std,max,min
atk_00140,P4,Silent Drift,7c2c451d1282d845d726,0.4999302017922495,0.0031476403001685655,0.5086356997489929,0.4914851784706116
atk_00141,P4,Silent Drift,c9a9d2b5e401011ee245,0.4999289670411278,0.003150060038903419,0.5086405277252197,0.4914918541908264
atk_00142,P4,Silent Drift,c9a9d2b5e401011ee245,0.4999292387681849,0.0031501697013565826,0.5086419582366943,0.4914931356906891
atk_00143,P4,Silent Drift,c9a9d2b5e401011ee245,0.4999292785046147,0.0031497408832914537,0.5086401104927063,0.49149128794670105
atk_00144,P4,Silent Drift,f5d47cf135570f6fd9c8,0.4999271905889698,0.0031519770030667372,0.508644700050354,0.4914988875389099
atk_00145,P4,Silent Drift,beb55c0a9f0c6ecc221a,0.499929479524201,0.003149769973183691,0.5086438655853271,0.4914942681789398
atk_00146,P4,Silent Drift,2f6dbc4f2bd4ca80c402,0.4999292954510334,0.0031492619338095583,0.5086390376091003,0.4914899468421936
atk_00147,P4,Silent Drift,b893fc19075780565a92,0.49992815010687885,0.0031513631101527445,0.5086437463760376,0.4914974272251129
atk_00148,P4,Silent Drift,c9a9d2b5e401011ee245,0.4999294988080567,0.0031504760483051543,0.5086420774459839,0.4914933443069458
atk_00149,P4,Silent Drift,eb49ef4dd27c8c68f1ba,0.49992986169515874,0.003149584377380303,0.5086451172828674,0.49149566888809204
atk_00150,P4,Silent Drift,616171b86f38e6ac3a10,0.499928775955649,0.0031499147393829184,0.5086364150047302,0.49149012565612793
atk_00151,P4,Silent Drift,341eeb95aaa71c4f7786,0.4999300089536929,0.003149054177919737,0.508643627166748,0.49149322509765625
atk_00152,P4,Silent Drift,a2b0a47184f52f3d37cb,0.49993091295747194,0.003146847160901165,0.5086374282836914,0.49148574471473694
atk_00153,P4,Silent Drift,388e89ef38b62a93d0ad,0.4999309930146909,0.003148267294213034,0.5086433291435242,0.49149012565612793
atk_00154,P4,Silent Drift,f5d47cf135570f6fd9c8,0.4999274325137045,0.0031515695733183883,0.5086424946784973,0.4914970397949219
atk_00155,P4,Silent Drift,bc22734a44c304dee723,0.4999287812148823,0.003149111797273753,0.5086391568183899,0.49149128794670105
atk_00156,P4,Silent Drift,c4cf46cfb3cfd3d39f60,0.4999285796109368,0.0031501128097774886,0.50864177942276,0.49149635434150696
atk_00157,P4,Silent Drift,341eeb95aaa71c4f7786,0.4999299464272518,0.0031494175858241477,0.5086424946784973,0.49149197340011597
atk_00158,P4,Silent Drift,b893fc19075780565a92,0.49992849721628074,0.0031508647548405735,0.5086414217948914,0.4914957582950592
atk_00159,P4,Silent Drift,deb7e1f7762eb5b83895,0.499928297365413,0.003151490926697744,0.5086464881896973,0.4914999306201935
atk_00160,P4,Silent Drift,fd6331a036f0e7917a45,0.4999301532904307,0.0031484229656058506,0.5086419582366943,0.4914908707141876
atk_00161,P4,Silent Drift,d1c317660e135b14abfe,0.49992826347257574,0.0031517770463971554,0.5086446404457092,0.49149808287620544
atk_00162,P4,Silent Drift,c9a9d2b5e401011ee245,0.4999291435176251,0.0031499575652712713,0.5086379647254944,0.4914886951446533
atk_00163,P4,Silent Drift,bbefa4730f4ebe3ac258,0.49993035489437626,0.0031488440772494963,0.5086416006088257,0.49149057269096375
atk_00164,P4,Silent Drift,f5d47cf135570f6fd9c8,0.4999282874313055,0.003152056354747615,0.5086487531661987,0.49150338768959045
atk_00165,P4,Silent Drift,f5d47cf135570f6fd9c8,0.4999278456557031,0.0031514884030862827,0.5086466073989868,0.49150100350379944
atk_00166,P4,Silent Drift,f5d47cf135570f6fd9c8,0.4999276493109909,0.0031510582193170753,0.508644700050354,0.4914987087249756
atk_00167,P4,Silent Drift,ab915f68ba96d79d7620,0.49992914585506215,0.003150015921714151,0.5086451172828674,0.491497278213501
atk_00168,P4,Silent Drift,b893fc19075780565a92,0.49992819860869764,0.0031505805686283016,0.508643627166748,0.4914966821670532
atk_00169,P4,Silent Drift,b893fc19075780565a92,0.4999286310345519,0.003150896179049369,0.5086439251899719,0.49149566888809204
atk_00170,P4,Silent Drift,b893fc19075780565a92,0.49992825412282754,0.0031510048303117263,0.5086424350738525,0.4914948344230652
atk_00171,P4,Silent Drift,d1c317660e135b14abfe,0.499928321908502,0.0031514975472962566,0.5086443424224854,0.4914969801902771
atk_00172,P4,Silent Drift,beb55c0a9f0c6ecc221a,0.4999290348268023,0.0031497141769837663,0.508642315864563,0.49149277806282043
atk_00173,P4,Silent Drift,beb55c0a9f0c6ecc221a,0.4999295829557905,0.0031495653990029756,0.5086411237716675,0.49149346351623535
atk_00174,P4,Silent Drift,b893fc19075780565a92,0.49992883439157526,0.0031513551053453637,0.5086427330970764,0.49149462580680847
atk_00175,P4,Silent Drift,47a2bfd33568805a6ee6,0.49992843644291746,0.003151961257217495,0.5086475014686584,0.4915007948875427
atk_00176,P4,Silent Drift,c9a9d2b5e401011ee245,0.499928940744961,0.0031496878404211983,0.5086405873298645,0.49149394035339355
atk_00177,P4,Silent Drift,7123fdba6422a7d7cbb4,0.4999312594825146,0.0031467075692612036,0.5086340308189392,0.49148204922676086
atk_00178,P4,Silent Drift,b893fc19075780565a92,0.49992786961443286,0.003150210185208562,0.5086387991905212,0.49149253964424133
atk_00179,P4,Silent Drift,bbefa4730f4ebe3ac258,0.4999304939718807,0.00314861806885716,0.5086396932601929,0.4914887547492981
atk_00180,P4,Silent Drift,2f6dbc4f2bd4ca80c402,0.49992967060967985,0.003149160124714294,0.5086396336555481,0.49148887395858765
atk_00181,P4,Silent Drift,331b219849050703d7d1,0.4999298038435917,0.003149854225954652,0.5086382031440735,0.49148714542388916
atk_00182,P4,Silent Drift,68f722115c8bd998779d,0.49992910962478787,0.003149683921163086,0.5086436867713928,0.4914950728416443
atk_00183,P4,Silent Drift,ab915f68ba96d79d7620,0.4999286339563482,0.0031511418384075687,0.508647084236145,0.491499125957489
atk_00184,P4,Silent Drift,f5bbdeec0ab7b415263d,0.4999286041540258,0.0031515401990243985,0.5086456537246704,0.4914993345737457
atk_00185,P4,Silent Drift,beb55c0a9f0c6ecc221a,0.49992942167263404,0.0031498933814922293,0.5086432695388794,0.49149394035339355
atk_00186,P4,Silent Drift,c4cf46cfb3cfd3d39f60,0.4999280326506671,0.0031510109999620213,0.5086459517478943,0.4914996922016144
atk_00187,P4,Silent Drift,f5bbdeec0ab7b415263d,0.49992859597299616,0.003150249616941363,0.5086420178413391,0.4914950132369995
atk_00188,P4,Silent Drift,b893fc19075780565a92,0.49992808933351557,0.0031511805449311735,0.5086429119110107,0.49149656295776367
atk_00189,P4,Silent Drift,341eeb95aaa71c4f7786,0.49993018250839383,0.0031492179490444313,0.5086420774459839,0.4914920926094055
atk_00190,P4,Silent Drift,2f6dbc4f2bd4ca80c402,0.4999297518356174,0.003149526599032473,0.508639395236969,0.491491436958313
atk_00191,P4,Silent Drift,388e89ef38b62a93d0ad,0.49993033210436505,0.003147656994969359,0.5086362361907959,0.49148672819137573
atk_00192,P4,Silent Drift,b893fc19075780565a92,0.49992793506267025,0.0031511092437689382,0.5086432099342346,0.49149635434150696
atk_00193,P4,Silent Drift,c9a9d2b5e401011ee245,0.4999294736806084,0.003150655470920001,0.5086434483528137,0.49149513244628906
atk_00194,P4,Silent Drift,f5bbdeec0ab7b415263d,0.4999288040048936,0.0031512223380428805,0.5086435079574585,0.4914950728416443
atk_00195,P4,Silent Drift,eb49ef4dd27c8c68f1ba,0.4999292405212627,0.0031491808077080624,0.508641242980957,0.4914933443069458
atk_00196,P4,Silent Drift,341eeb95aaa71c4f7786,0.49992985351412905,0.003149054572284884,0.5086421966552734,0.4914926588535309
atk_00197,P4,Silent Drift,bc875ba78b5d12a27e4b,0.4999273279133965,0.0031508380388586125,0.5086380243301392,0.49149289727211
atk_00198,P4,Silent Drift,dea6d36edc946c5399d3,0.49992955958142,0.0031509854867667725,0.5086514949798584,0.4915026128292084
atk_00199,P4,Silent Drift,f5bbdeec0ab7b415263d,0.49992908215990256,0.0031512227211552978,0.5086451768875122,0.49149686098098755
atk_00200,P4,Silent Drift,341eeb95aaa71c4f7786,0.49992963204196855,0.0031493008425125583,0.5086413621902466,0.49149197340011597
atk_00201,P4,Silent Drift,b893fc19075780565a92,0.49992835112646516,0.0031508162035061393,0.5086441040039062,0.4914969801902771
atk_00202,P4,Silent Drift,341eeb95aaa71c4f7786,0.4999299633736704,0.0031492246720938597,0.5086424946784973,0.4914920926094055
atk_00203,P4,Silent Drift,ab915f68ba96d79d7620,0.49992886828441246,0.003150142707215587,0.5086430907249451,0.49149414896965027
atk_00204,P4,Silent Drift,f5bbdeec0ab7b415263d,0.49992872044151904,0.0031510445574917446,0.5086454153060913,0.49149876832962036
atk_00205,P4,Silent Drift,f5bbdeec0ab7b415263d,0.4999288612721013,0.003150540013392163,0.5086442828178406,0.4914955496788025
atk_00206,P4,Silent Drift,c9a9d2b5e401011ee245,0.49992921714689215,0.00314996028033254,0.5086421370506287,0.4914931356906891
atk_00207,P4,Silent Drift,d1c317660e135b14abfe,0.49992819218074575,0.003151816710455268,0.5086442828178406,0.4914984703063965
