attack_id,source,target_stage,stealth_score,severity_score,cascade_potential,blindspot_score,attack_type,sensor_values,explanation_text,fix_rule
atk_00011,VAE,P4,0.9999473,0.0,0.0,3.999789357185364,Silent Drift,"[0.501434326171875, 0.4993397891521454, 0.49949732422828674, 0.501758873462677, 0.5014039874076843, 0.4981222152709961, 0.5017863512039185, 0.500655472278595, 0.5020528435707092, 0.4991888999938965, 0.5035165548324585, 0.5005634427070618, 0.4995501637458801, 0.5021010637283325, 0.5050053000450134, 0.4993225038051605, 0.49586254358291626, 0.49743011593818665, 0.4986906945705414, 0.49799156188964844, 0.5022050142288208, 0.5028373003005981, 0.4969854950904846, 0.49969398975372314, 0.49816757440567017, 0.5029058456420898, 0.5053145289421082, 0.5022941827774048, 0.5007999539375305, 0.49956122040748596, 0.49802231788635254, 0.4932912290096283, 0.49150198698043823, 0.5013852715492249, 0.5086469054222107, 0.4968937039375305, 0.4987332820892334, 0.5035045742988586, 0.495160847902298, 0.4986535906791687, 0.501933217048645, 0.5043391585350037, 0.49662545323371887, 0.49586817622184753, 0.497999906539917, 0.49401530623435974, 0.49944427609443665, 0.5026254057884216, 0.5014035701751709, 0.4997917115688324, 0.500437319278717]","This attack evaded detection because PIT501 and FIT501 remained seamlessly within normal bounds, entirely masking the distinct physical anomaly scaling globally inside P403. Recommended fix: enforce direct cross-sensor conditional validation mapping between bounded arrays PIT501 and P403.",Manual Review Required isolating P4
atk_00012,VAE,P4,0.9999474,0.0,0.0,3.999789655208587,Silent Drift,"[0.5014452338218689, 0.4993557333946228, 0.4995163679122925, 0.5017670392990112, 0.5013737678527832, 0.49813443422317505, 0.5018095970153809, 0.5006518363952637, 0.5020638704299927, 0.4991939067840576, 0.5035319924354553, 0.5005483627319336, 0.4995444416999817, 0.5021370649337769, 0.5049928426742554, 0.49930301308631897, 0.4958765208721161, 0.49743178486824036, 0.4986969828605652, 0.4979480504989624, 0.5021685361862183, 0.5028467178344727, 0.4969809949398041, 0.49968501925468445, 0.4981914162635803, 0.5028720498085022, 0.5053099393844604, 0.5023139715194702, 0.5008017420768738, 0.4995606243610382, 0.49803435802459717, 0.4933193325996399, 0.4914902448654175, 0.5013752579689026, 0.5086397528648376, 0.49689945578575134, 0.4987269937992096, 0.5035063624382019, 0.4951443076133728, 0.4986655116081238, 0.5019124746322632, 0.5043168067932129, 0.496622234582901, 0.4958970248699188, 0.4980110824108124, 0.4940420091152191, 0.49942904710769653, 0.5026516318321228, 0.501389741897583, 0.4998043477535248, 0.5004725456237793]","This attack evaded detection because FIT501 and PIT501 remained seamlessly within normal bounds, entirely masking the distinct physical anomaly scaling globally inside P403. Recommended fix: enforce direct cross-sensor conditional validation mapping between bounded arrays FIT501 and P403.",Manual Review Required isolating P4
atk_00013,VAE,P4,0.99994737,0.0,0.0,3.999789655208587,Silent Drift,"[0.5014431476593018, 0.49934813380241394, 0.4995075464248657, 0.5017623901367188, 0.5013867020606995, 0.4981304109096527, 0.50179523229599, 0.500652015209198, 0.502060055732727, 0.4991896152496338, 0.5035229921340942, 0.5005534291267395, 0.49954813718795776, 0.5021169185638428, 0.5049999356269836, 0.4993129372596741, 0.4958644211292267, 0.4974340796470642, 0.4986923635005951, 0.49796754121780396, 0.5021824240684509, 0.5028421878814697, 0.4969860017299652, 0.4996850788593292, 0.4981834292411804, 0.5028786659240723, 0.505314290523529, 0.5023067593574524, 0.5007959604263306, 0.4995633661746979, 0.4980300962924957, 0.4933072030544281, 0.4914950728416443, 0.5013773441314697, 0.5086414217948914, 0.49689751863479614, 0.4987296164035797, 0.5034988522529602, 0.49515974521636963, 0.4986570179462433, 0.5019260048866272, 0.5043257474899292, 0.4966283440589905, 0.49588459730148315, 0.49800705909729004, 0.4940325915813446, 0.4994218945503235, 0.5026445388793945, 0.5013871192932129, 0.49979695677757263, 0.500460147857666]","This attack evaded detection because FIT501 and PIT501 remained seamlessly within normal bounds, entirely masking the distinct physical anomaly scaling globally inside P403. Recommended fix: enforce direct cross-sensor conditional validation mapping between bounded arrays FIT501 and P403.",Manual Review Required isolating P4
atk_00014,VAE,P4,0.9999475,0.0,0.0,3.999789953231811,Silent Drift,"[0.5014442205429077, 0.4993581771850586, 0.49952659010887146, 0.5017695426940918, 0.501358151435852, 0.4981409013271332, 0.5018210411071777, 0.5006424188613892, 0.5020688772201538, 0.49919551610946655, 0.5035412311553955, 0.5005441904067993, 0.49954330921173096, 0.5021505951881409, 0.5049891471862793, 0.49929219484329224, 0.4958805441856384, 0.49743378162384033, 0.49870261549949646, 0.497933566570282, 0.5021608471870422, 0.5028520226478577, 0.4969808757305145, 0.49967941641807556, 0.4982004761695862, 0.5028637647628784, 0.5053058862686157, 0.5023183822631836, 0.5008019804954529, 0.4995575249195099, 0.4980373978614807, 0.4933321475982666, 0.4914897680282593, 0.5013717412948608, 0.5086422562599182, 0.4969012141227722, 0.4987325072288513, 0.5035141110420227, 0.4951325058937073, 0.4986739754676819, 0.5019032955169678, 0.5043032765388489, 0.49662110209465027, 0.4959110915660858, 0.49801212549209595, 0.4940568506717682, 0.4994208514690399, 0.5026642680168152, 0.5013840198516846, 0.49981218576431274, 0.5004861354827881]","This attack evaded detection because FIT501 and PIT501 remained seamlessly within normal bounds, entirely masking the distinct physical anomaly scaling globally inside P403. Recommended fix: enforce direct cross-sensor conditional validation mapping between bounded arrays FIT501 and P403.",Manual Review Required isolating P4
atk_00015,VAE,P4,0.9999475,0.0,0.0,3.999789953231811,Silent Drift,"[0.5014469027519226, 0.4993588924407959, 0.49952253699302673, 0.5017693638801575, 0.5013634562492371, 0.49813905358314514, 0.5018167495727539, 0.5006464123725891, 0.5020673871040344, 0.4991941452026367, 0.5035383105278015, 0.5005448460578918, 0.4995424151420593, 0.5021450519561768, 0.5049939155578613, 0.4992951452732086, 0.49588167667388916, 0.49743106961250305, 0.49870073795318604, 0.497938334941864, 0.5021636486053467, 0.5028527975082397, 0.4969797730445862, 0.4996805489063263, 0.4981953203678131, 0.5028685927391052, 0.505306601524353, 0.502313494682312, 0.500799834728241, 0.49955984950065613, 0.4980355501174927, 0.49332791566848755, 0.4914916753768921, 0.5013741850852966, 0.5086405277252197, 0.49689891934394836, 0.49873143434524536, 0.5035120248794556, 0.49513718485832214, 0.4986739754676819, 0.5019078254699707, 0.5043085813522339, 0.496620774269104, 0.4959076941013336, 0.4980110824108124, 0.49405136704444885, 0.499423086643219, 0.5026592016220093, 0.501386284828186, 0.4998101592063904, 0.5004817247390747]","This attack evaded detection because FIT501 and PIT501 remained seamlessly within normal bounds, entirely masking the distinct physical anomaly scaling globally inside P403. Recommended fix: enforce direct cross-sensor conditional validation mapping between bounded arrays FIT501 and P403.",Manual Review Required isolating P4
atk_00016,VAE,P4,0.9999474,0.0,0.0,3.999789655208587,Silent Drift,"[0.5014355778694153, 0.49934592843055725, 0.49950945377349854, 0.5017610788345337, 0.5013836026191711, 0.49812960624694824, 0.5018032193183899, 0.500648558139801, 0.5020616054534912, 0.49919188022613525, 0.5035287141799927, 0.5005555152893066, 0.49954771995544434, 0.5021214485168457, 0.5049947500228882, 0.4993061423301697, 0.4958692491054535, 0.4974339008331299, 0.49869462847709656, 0.49796825647354126, 0.5021870732307434, 0.5028402209281921, 0.49698466062545776, 0.4996877610683441, 0.49818408489227295, 0.5028877258300781, 0.5053088665008545, 0.5023050904273987, 0.5008042454719543, 0.49955788254737854, 0.4980270266532898, 0.4933098554611206, 0.4914979040622711, 0.5013802647590637, 0.5086458325386047, 0.49689847230911255, 0.49873220920562744, 0.5035115480422974, 0.4951416254043579, 0.49866342544555664, 0.5019171833992004, 0.5043227076530457, 0.49661970138549805, 0.49588412046432495, 0.49800291657447815, 0.49403658509254456, 0.49943807721138, 0.5026415586471558, 0.5013936161994934, 0.49980244040489197, 0.5004579424858093]","This attack evaded detection because FIT501 and PIT501 remained seamlessly within normal bounds, entirely masking the distinct physical anomaly scaling globally inside P403. Recommended fix: enforce direct cross-sensor conditional validation mapping between bounded arrays FIT501 and P403.",Manual Review Required isolating P4
atk_00017,VAE,P4,0.99994737,0.0,0.0,3.999789655208587,Silent Drift,"[0.5014362931251526, 0.4993423521518707, 0.4995041787624359, 0.5017592906951904, 0.5013949871063232, 0.4981273412704468, 0.5017921924591064, 0.5006515979766846, 0.5020561814308167, 0.49918991327285767, 0.5035222768783569, 0.5005595088005066, 0.4995490312576294, 0.5021087527275085, 0.5050008296966553, 0.49931514263153076, 0.49586185812950134, 0.49743449687957764, 0.49869319796562195, 0.49798038601875305, 0.5021966695785522, 0.5028381943702698, 0.49698737263679504, 0.49969011545181274, 0.4981754422187805, 0.5028936266899109, 0.5053141713142395, 0.5023004412651062, 0.5008009076118469, 0.49955931305885315, 0.49802520871162415, 0.49329906702041626, 0.4915000796318054, 0.5013807415962219, 0.5086473822593689, 0.4968973994255066, 0.49873316287994385, 0.5035058856010437, 0.4951551854610443, 0.49865490198135376, 0.5019256472587585, 0.5043312907218933, 0.4966258108615875, 0.4958776831626892, 0.49800339341163635, 0.4940270483493805, 0.4994339346885681, 0.5026358962059021, 0.5013949275016785, 0.4997957646846771, 0.5004475116729736]","This attack evaded detection because FIT501 and PIT501 remained seamlessly within normal bounds, entirely masking the distinct physical anomaly scaling globally inside P403. Recommended fix: enforce direct cross-sensor conditional validation mapping between bounded arrays FIT501 and P403.",Manual Review Required isolating P4
atk_00018,VAE,P4,0.9999474,0.0,0.0,3.999789655208587,Silent Drift,"[0.5014408826828003, 0.4993492364883423, 0.499515175819397, 0.5017621517181396, 0.5013779401779175, 0.4981338083744049, 0.5018050074577332, 0.5006473660469055, 0.5020634531974792, 0.4991917014122009, 0.5035320520401001, 0.5005519390106201, 0.49954497814178467, 0.5021271109580994, 0.5049955248832703, 0.49930277466773987, 0.49586981534957886, 0.4974360167980194, 0.49869728088378906, 0.4979584515094757, 0.502180278301239, 0.5028440952301025, 0.49698519706726074, 0.4996846616268158, 0.4981871545314789, 0.5028791427612305, 0.5053090453147888, 0.5023080706596375, 0.5008018016815186, 0.4995584785938263, 0.4980311691761017, 0.493315726518631, 0.4914966821670532, 0.5013771653175354, 0.508644700050354, 0.4968995153903961, 0.49873238801956177, 0.5035109519958496, 0.49514278769493103, 0.4986644983291626, 0.5019145011901855, 0.5043171644210815, 0.4966219365596771, 0.4958938658237457, 0.49800723791122437, 0.4940432906150818, 0.49942708015441895, 0.5026500821113586, 0.5013875961303711, 0.4998038113117218, 0.5004657506942749]","This attack evaded detection because FIT501 and PIT501 remained seamlessly within normal bounds, entirely masking the distinct physical anomaly scaling globally inside P403. Recommended fix: enforce direct cross-sensor conditional validation mapping between bounded arrays FIT501 and P403.",Manual Review Required isolating P4
atk_00019,VAE,P4,0.9999473,0.0,0.0,3.999789357185364,Silent Drift,"[0.5014300346374512, 0.4993358254432678, 0.49949124455451965, 0.5017574429512024, 0.5014127492904663, 0.4981178939342499, 0.5017796754837036, 0.5006577968597412, 0.5020496249198914, 0.4991886615753174, 0.5035107135772705, 0.5005677342414856, 0.49955371022224426, 0.5020921230316162, 0.5050065517425537, 0.4993296265602112, 0.4958568215370178, 0.49742937088012695, 0.4986872673034668, 0.4980026185512543, 0.5022121071815491, 0.5028345584869385, 0.4969881772994995, 0.49969595670700073, 0.49816402792930603, 0.502910852432251, 0.5053147673606873, 0.5022925734519958, 0.5007991790771484, 0.49956026673316956, 0.49802178144454956, 0.4932847321033478, 0.49150073528289795, 0.5013861060142517, 0.5086453557014465, 0.49689215421676636, 0.4987328052520752, 0.5034995079040527, 0.49516838788986206, 0.4986480176448822, 0.5019408464431763, 0.5043445229530334, 0.49662724137306213, 0.4958578646183014, 0.4979967474937439, 0.49400824308395386, 0.4994480609893799, 0.5026190280914307, 0.5014048218727112, 0.4997868835926056, 0.5004290342330933]","This attack evaded detection because PIT501 and FIT501 remained seamlessly within normal bounds, entirely masking the distinct physical anomaly scaling globally inside P403. Recommended fix: enforce direct cross-sensor conditional validation mapping between bounded arrays PIT501 and P403.",Manual Review Required isolating P4
atk_00020,VAE,P4,0.9999474,0.0,0.0,3.999789655208587,Silent Drift,"[0.5014370083808899, 0.4993477165699005, 0.49951303005218506, 0.5017621517181396, 0.5013790130615234, 0.4981316030025482, 0.5018076300621033, 0.5006476044654846, 0.5020629167556763, 0.49919235706329346, 0.5035318732261658, 0.500553548336029, 0.4995468258857727, 0.5021273493766785, 0.5049942135810852, 0.4993017613887787, 0.4958730936050415, 0.4974324405193329, 0.49869662523269653, 0.4979606866836548, 0.5021828413009644, 0.5028438568115234, 0.49698323011398315, 0.4996865689754486, 0.4981873333454132, 0.5028850436210632, 0.5053063035011292, 0.5023055076599121, 0.5008050203323364, 0.4995580017566681, 0.4980284571647644, 0.49331578612327576, 0.4914968013763428, 0.501380205154419, 0.5086439847946167, 0.49689823389053345, 0.4987329840660095, 0.5035141706466675, 0.49513739347457886, 0.4986676275730133, 0.5019139647483826, 0.5043190121650696, 0.4966183006763458, 0.4958895146846771, 0.4980032742023468, 0.49404212832450867, 0.49943724274635315, 0.5026441216468811, 0.5013935565948486, 0.49980542063713074, 0.5004629492759705]","This attack evaded detection because FIT501 and PIT501 remained seamlessly within normal bounds, entirely masking the distinct physical anomaly scaling globally inside P403. Recommended fix: enforce direct cross-sensor conditional validation mapping between bounded arrays FIT501 and P403.",Manual Review Required isolating P4
